"","ID","Date","Cases","Cases_New","Type","Age","Sex","Source"
"401","CN",2020-03-09,3122,23,"Deaths","Total","Total","JRC"
"402","CN",2020-03-09,58804,1416,"Recovered","Total","Total","JHU"
"403","CN",2020-03-10,17567,-1366,"Active","Total","Total","JHU"
"404","CN",2020-03-10,77740,3,"Active","Total","Total","JRC"
"405","CN",2020-03-10,80887,27,"Confirmed","Total","Total","JHU"
"406","CN",2020-03-10,80879,20,"Confirmed","Total","Total","JRC"
"407","CN",2020-03-10,3139,16,"Deaths","Total","Total","JHU"
"408","CN",2020-03-10,3139,17,"Deaths","Total","Total","JRC"
"409","CN",2020-03-10,60181,1377,"Recovered","Total","Total","JHU"
"410","CN",2020-03-11,16116,-1451,"Active","Total","Total","JHU"
"411","CN",2020-03-11,77747,7,"Active","Total","Total","JRC"
"412","CN",2020-03-11,80921,34,"Confirmed","Total","Total","JHU"
"413","CN",2020-03-11,80908,29,"Confirmed","Total","Total","JRC"
"414","CN",2020-03-11,3161,22,"Deaths","Total","Total","JHU"
"415","CN",2020-03-11,3161,22,"Deaths","Total","Total","JRC"
"416","CN",2020-03-11,61644,1463,"Recovered","Total","Total","JHU"
"417","CN",2020-03-12,14859,-1257,"Active","Total","Total","JHU"
"418","CN",2020-03-12,77760,13,"Active","Total","Total","JRC"
"419","CN",2020-03-12,80932,11,"Confirmed","Total","Total","JHU"
"420","CN",2020-03-12,80932,24,"Confirmed","Total","Total","JRC"
"421","CN",2020-03-12,3172,11,"Deaths","Total","Total","JHU"
"422","CN",2020-03-12,3172,11,"Deaths","Total","Total","JRC"
"423","CN",2020-03-12,62901,1257,"Recovered","Total","Total","JHU"
"424","CN",2020-03-13,13569,-1290,"Active","Total","Total","JHU"
"425","CN",2020-03-13,77775,15,"Active","Total","Total","JRC"
"426","CN",2020-03-13,80945,13,"Confirmed","Total","Total","JHU"
"427","CN",2020-03-13,80954,22,"Confirmed","Total","Total","JRC"
"428","CN",2020-03-13,3180,8,"Deaths","Total","Total","JHU"
"429","CN",2020-03-13,3179,7,"Deaths","Total","Total","JRC"
"430","CN",2020-03-13,64196,1295,"Recovered","Total","Total","JHU"
"431","CN",2020-03-14,12124,-1445,"Active","Total","Total","JHU"
"432","CN",2020-03-14,77779,4,"Active","Total","Total","JRC"
"433","CN",2020-03-14,80977,32,"Confirmed","Total","Total","JHU"
"434","CN",2020-03-14,80973,19,"Confirmed","Total","Total","JRC"
"435","CN",2020-03-14,3193,13,"Deaths","Total","Total","JHU"
"436","CN",2020-03-14,3194,15,"Deaths","Total","Total","JRC"
"437","CN",2020-03-14,65660,1464,"Recovered","Total","Total","JHU"
"438","CN",2020-03-15,10783,-1341,"Active","Total","Total","JHU"
"439","CN",2020-03-15,77792,13,"Active","Total","Total","JRC"
"440","CN",2020-03-15,81003,26,"Confirmed","Total","Total","JHU"
"441","CN",2020-03-15,80995,22,"Confirmed","Total","Total","JRC"
"442","CN",2020-03-15,3203,10,"Deaths","Total","Total","JHU"
"443","CN",2020-03-15,3203,9,"Deaths","Total","Total","JRC"
"444","CN",2020-03-15,67017,1357,"Recovered","Total","Total","JHU"
"445","CN",2020-03-16,9906,-877,"Active","Total","Total","JHU"
"446","CN",2020-03-16,77804,12,"Active","Total","Total","JRC"
"447","CN",2020-03-16,81033,30,"Confirmed","Total","Total","JHU"
"448","CN",2020-03-16,81020,25,"Confirmed","Total","Total","JRC"
"449","CN",2020-03-16,3217,14,"Deaths","Total","Total","JHU"
"450","CN",2020-03-16,3216,13,"Deaths","Total","Total","JRC"
"451","CN",2020-03-16,67910,893,"Recovered","Total","Total","JHU"
"452","CN",2020-03-17,9030,-876,"Active","Total","Total","JHU"
"453","CN",2020-03-17,77838,34,"Active","Total","Total","JRC"
"454","CN",2020-03-17,81058,25,"Confirmed","Total","Total","JHU"
"455","CN",2020-03-17,81063,43,"Confirmed","Total","Total","JRC"
"456","CN",2020-03-17,3230,13,"Deaths","Total","Total","JHU"
"457","CN",2020-03-17,3225,9,"Deaths","Total","Total","JRC"
"458","CN",2020-03-17,68798,888,"Recovered","Total","Total","JHU"
"459","CN",2020-03-18,8106,-924,"Active","Total","Total","JHU"
"460","CN",2020-03-18,77845,7,"Active","Total","Total","JRC"
"461","CN",2020-03-18,81102,44,"Confirmed","Total","Total","JHU"
"462","CN",2020-03-18,81086,23,"Confirmed","Total","Total","JRC"
"463","CN",2020-03-18,3241,11,"Deaths","Total","Total","JHU"
"464","CN",2020-03-18,3241,16,"Deaths","Total","Total","JRC"
"465","CN",2020-03-18,69755,957,"Recovered","Total","Total","JHU"
"466","CN",2020-03-19,7372,-734,"Active","Total","Total","JHU"
"467","CN",2020-03-19,77881,36,"Active","Total","Total","JRC"
"468","CN",2020-03-19,81156,54,"Confirmed","Total","Total","JHU"
"469","CN",2020-03-19,81130,44,"Confirmed","Total","Total","JRC"
"470","CN",2020-03-19,3249,8,"Deaths","Total","Total","JHU"
"471","CN",2020-03-19,3249,8,"Deaths","Total","Total","JRC"
"472","CN",2020-03-19,70535,780,"Recovered","Total","Total","JHU"
"473","CN",2020-03-20,6731,-641,"Active","Total","Total","JHU"
"474","CN",2020-03-20,77976,95,"Active","Total","Total","JRC"
"475","CN",2020-03-20,81250,94,"Confirmed","Total","Total","JHU"
"476","CN",2020-03-20,81229,99,"Confirmed","Total","Total","JRC"
"477","CN",2020-03-20,3253,4,"Deaths","Total","Total","JHU"
"478","CN",2020-03-20,3253,4,"Deaths","Total","Total","JRC"
"479","CN",2020-03-20,71266,731,"Recovered","Total","Total","JHU"
"480","CN",2020-03-21,6189,-542,"Active","Total","Total","JHU"
"481","CN",2020-03-21,78022,46,"Active","Total","Total","JRC"
"482","CN",2020-03-21,81305,55,"Confirmed","Total","Total","JHU"
"483","CN",2020-03-21,81281,52,"Confirmed","Total","Total","JRC"
"484","CN",2020-03-21,3259,6,"Deaths","Total","Total","JHU"
"485","CN",2020-03-21,3259,6,"Deaths","Total","Total","JRC"
"486","CN",2020-03-21,71857,591,"Recovered","Total","Total","JHU"
"487","CN",2020-03-22,5799,-390,"Active","Total","Total","JHU"
"488","CN",2020-03-22,78081,59,"Active","Total","Total","JRC"
"489","CN",2020-03-22,81435,130,"Confirmed","Total","Total","JHU"
"490","CN",2020-03-22,81346,65,"Confirmed","Total","Total","JRC"
"491","CN",2020-03-22,3274,15,"Deaths","Total","Total","JHU"
"492","CN",2020-03-22,3265,6,"Deaths","Total","Total","JRC"
"493","CN",2020-03-22,72362,505,"Recovered","Total","Total","JHU"
"494","CN",2020-03-23,5410,-389,"Active","Total","Total","JHU"
"495","CN",2020-03-23,78210,129,"Active","Total","Total","JRC"
"496","CN",2020-03-23,81498,63,"Confirmed","Total","Total","JHU"
"497","CN",2020-03-23,81484,138,"Confirmed","Total","Total","JRC"
"498","CN",2020-03-23,3274,0,"Deaths","Total","Total","JHU"
"499","CN",2020-03-23,3274,9,"Deaths","Total","Total","JRC"
"500","CN",2020-03-23,72814,452,"Recovered","Total","Total","JHU"
"501","CN",2020-03-24,5037,-373,"Active","Total","Total","JHU"
"502","CN",2020-03-24,78272,62,"Active","Total","Total","JRC"
"503","CN",2020-03-24,81591,93,"Confirmed","Total","Total","JHU"
"504","CN",2020-03-24,81553,69,"Confirmed","Total","Total","JRC"
"505","CN",2020-03-24,3281,7,"Deaths","Total","Total","JHU"
"506","CN",2020-03-24,3281,7,"Deaths","Total","Total","JRC"
"507","CN",2020-03-24,73273,459,"Recovered","Total","Total","JHU"
"508","CN",2020-03-25,4610,-427,"Active","Total","Total","JHU"
"509","CN",2020-03-25,78346,74,"Active","Total","Total","JRC"
"510","CN",2020-03-25,81661,70,"Confirmed","Total","Total","JHU"
"511","CN",2020-03-25,81631,78,"Confirmed","Total","Total","JRC"
"512","CN",2020-03-25,3285,4,"Deaths","Total","Total","JHU"
"513","CN",2020-03-25,3285,4,"Deaths","Total","Total","JRC"
"514","CN",2020-03-25,73766,493,"Recovered","Total","Total","JHU"
"515","CN",2020-03-26,4317,-293,"Active","Total","Total","JHU"
"516","CN",2020-03-26,78442,96,"Active","Total","Total","JRC"
"517","CN",2020-03-26,81782,121,"Confirmed","Total","Total","JHU"
"518","CN",2020-03-26,81733,102,"Confirmed","Total","Total","JRC"
"519","CN",2020-03-26,3291,6,"Deaths","Total","Total","JHU"
"520","CN",2020-03-26,3291,6,"Deaths","Total","Total","JRC"
"521","CN",2020-03-26,74174,408,"Recovered","Total","Total","JHU"
"522","CN",2020-03-27,3888,-429,"Active","Total","Total","JHU"
"523","CN",2020-03-27,78531,89,"Active","Total","Total","JRC"
"524","CN",2020-03-27,81897,115,"Confirmed","Total","Total","JHU"
"525","CN",2020-03-27,81827,94,"Confirmed","Total","Total","JRC"
"526","CN",2020-03-27,3296,5,"Deaths","Total","Total","JHU"
"527","CN",2020-03-27,3296,5,"Deaths","Total","Total","JRC"
"528","CN",2020-03-27,74713,539,"Recovered","Total","Total","JHU"
"529","CN",2020-03-28,3607,-281,"Active","Total","Total","JHU"
"530","CN",2020-03-28,78647,116,"Active","Total","Total","JRC"
"531","CN",2020-03-28,81999,102,"Confirmed","Total","Total","JHU"
"532","CN",2020-03-28,81946,119,"Confirmed","Total","Total","JRC"
"533","CN",2020-03-28,3299,3,"Deaths","Total","Total","JHU"
"534","CN",2020-03-28,3299,3,"Deaths","Total","Total","JRC"
"535","CN",2020-03-28,75093,380,"Recovered","Total","Total","JHU"
"536","CN",2020-03-29,3243,-364,"Active","Total","Total","JHU"
"537","CN",2020-03-29,78755,108,"Active","Total","Total","JRC"
"538","CN",2020-03-29,82122,123,"Confirmed","Total","Total","JHU"
"539","CN",2020-03-29,82059,113,"Confirmed","Total","Total","JRC"
"540","CN",2020-03-29,3304,5,"Deaths","Total","Total","JHU"
"541","CN",2020-03-29,3304,5,"Deaths","Total","Total","JRC"
"542","CN",2020-03-29,75575,482,"Recovered","Total","Total","JHU"
"543","CN",2020-03-30,2974,-269,"Active","Total","Total","JHU"
"544","CN",2020-03-30,78851,96,"Active","Total","Total","JRC"
"545","CN",2020-03-30,82198,76,"Confirmed","Total","Total","JHU"
"546","CN",2020-03-30,82157,98,"Confirmed","Total","Total","JRC"
"547","CN",2020-03-30,3308,4,"Deaths","Total","Total","JHU"
"548","CN",2020-03-30,3306,2,"Deaths","Total","Total","JRC"
"549","CN",2020-03-30,75916,341,"Recovered","Total","Total","JHU"
"550","CN",2020-03-31,2771,-203,"Active","Total","Total","JHU"
"551","CN",2020-03-31,78932,81,"Active","Total","Total","JRC"
"552","CN",2020-03-31,82279,81,"Confirmed","Total","Total","JHU"
"553","CN",2020-03-31,82241,84,"Confirmed","Total","Total","JRC"
"554","CN",2020-03-31,3309,1,"Deaths","Total","Total","JHU"
"555","CN",2020-03-31,3309,3,"Deaths","Total","Total","JRC"
"556","CN",2020-03-31,76199,283,"Recovered","Total","Total","JHU"
"557","CN",2020-04-01,2647,-124,"Active","Total","Total","JHU"
"558","CN",2020-04-01,78985,53,"Active","Total","Total","JRC"
"559","CN",2020-04-01,82361,82,"Confirmed","Total","Total","JHU"
"560","CN",2020-04-01,82295,54,"Confirmed","Total","Total","JRC"
"561","CN",2020-04-01,3316,7,"Deaths","Total","Total","JHU"
"562","CN",2020-04-01,3310,1,"Deaths","Total","Total","JRC"
"563","CN",2020-04-01,76398,199,"Recovered","Total","Total","JHU"
"564","CN",2020-04-02,2545,-102,"Active","Total","Total","JHU"
"565","CN",2020-04-02,79079,94,"Active","Total","Total","JRC"
"566","CN",2020-04-02,82432,71,"Confirmed","Total","Total","JHU"
"567","CN",2020-04-02,82395,100,"Confirmed","Total","Total","JRC"
"568","CN",2020-04-02,3322,6,"Deaths","Total","Total","JHU"
"569","CN",2020-04-02,3316,6,"Deaths","Total","Total","JRC"
"570","CN",2020-04-02,76565,167,"Recovered","Total","Total","JHU"
"571","CN",2020-04-03,2425,-120,"Active","Total","Total","JHU"
"572","CN",2020-04-03,79139,60,"Active","Total","Total","JRC"
"573","CN",2020-04-03,82511,79,"Confirmed","Total","Total","JHU"
"574","CN",2020-04-03,82465,70,"Confirmed","Total","Total","JRC"
"575","CN",2020-04-03,3326,4,"Deaths","Total","Total","JHU"
"576","CN",2020-04-03,3326,10,"Deaths","Total","Total","JRC"
"577","CN",2020-04-03,76760,195,"Recovered","Total","Total","JHU"
"578","CN",2020-04-04,2267,-158,"Active","Total","Total","JHU"
"579","CN",2020-04-04,79197,58,"Active","Total","Total","JRC"
"580","CN",2020-04-04,82543,32,"Confirmed","Total","Total","JHU"
"581","CN",2020-04-04,82527,62,"Confirmed","Total","Total","JRC"
"582","CN",2020-04-04,3330,4,"Deaths","Total","Total","JHU"
"583","CN",2020-04-04,3330,4,"Deaths","Total","Total","JRC"
"584","CN",2020-04-04,76946,186,"Recovered","Total","Total","JHU"
"585","CN",2020-04-05,2062,-205,"Active","Total","Total","JHU"
"586","CN",2020-04-05,79242,45,"Active","Total","Total","JRC"
"587","CN",2020-04-05,82602,59,"Confirmed","Total","Total","JHU"
"588","CN",2020-04-05,82575,48,"Confirmed","Total","Total","JRC"
"589","CN",2020-04-05,3333,3,"Deaths","Total","Total","JHU"
"590","CN",2020-04-05,3333,3,"Deaths","Total","Total","JRC"
"591","CN",2020-04-05,77207,261,"Recovered","Total","Total","JHU"
"592","CN",2020-04-06,2020,-42,"Active","Total","Total","JHU"
"593","CN",2020-04-06,79307,65,"Active","Total","Total","JRC"
"594","CN",2020-04-06,82665,63,"Confirmed","Total","Total","JHU"
"595","CN",2020-04-06,82642,67,"Confirmed","Total","Total","JRC"
"596","CN",2020-04-06,3335,2,"Deaths","Total","Total","JHU"
"597","CN",2020-04-06,3335,2,"Deaths","Total","Total","JRC"
"598","CN",2020-04-06,77310,103,"Recovered","Total","Total","JHU"
"599","CN",2020-04-07,1973,-47,"Active","Total","Total","JHU"
"600","CN",2020-04-07,79363,56,"Active","Total","Total","JRC"
"601","CN",2020-04-07,82718,53,"Confirmed","Total","Total","JHU"
"602","CN",2020-04-07,82698,56,"Confirmed","Total","Total","JRC"
"603","CN",2020-04-07,3335,0,"Deaths","Total","Total","JHU"
"604","CN",2020-04-07,3335,0,"Deaths","Total","Total","JRC"
"605","CN",2020-04-07,77410,100,"Recovered","Total","Total","JHU"
"606","CN",2020-04-08,1905,-68,"Active","Total","Total","JHU"
"607","CN",2020-04-08,79447,84,"Active","Total","Total","JRC"
"608","CN",2020-04-08,82809,91,"Confirmed","Total","Total","JHU"
"609","CN",2020-04-08,82784,86,"Confirmed","Total","Total","JRC"
"610","CN",2020-04-08,3337,2,"Deaths","Total","Total","JHU"
"611","CN",2020-04-08,3337,2,"Deaths","Total","Total","JRC"
"612","CN",2020-04-08,77567,157,"Recovered","Total","Total","JHU"
"613","CN",2020-04-09,1865,-40,"Active","Total","Total","JHU"
"614","CN",2020-04-09,79531,84,"Active","Total","Total","JRC"
"615","CN",2020-04-09,82883,74,"Confirmed","Total","Total","JHU"
"616","CN",2020-04-09,82870,86,"Confirmed","Total","Total","JRC"
"617","CN",2020-04-09,3339,2,"Deaths","Total","Total","JHU"
"618","CN",2020-04-09,3339,2,"Deaths","Total","Total","JRC"
"619","CN",2020-04-09,77679,112,"Recovered","Total","Total","JHU"
"620","CN",2020-04-10,1810,-55,"Active","Total","Total","JHU"
"621","CN",2020-04-10,79585,54,"Active","Total","Total","JRC"
"622","CN",2020-04-10,82941,58,"Confirmed","Total","Total","JHU"
"623","CN",2020-04-10,82925,55,"Confirmed","Total","Total","JRC"
"624","CN",2020-04-10,3340,1,"Deaths","Total","Total","JHU"
"625","CN",2020-04-10,3340,1,"Deaths","Total","Total","JRC"
"626","CN",2020-04-10,77791,112,"Recovered","Total","Total","JHU"
"627","CN",2020-04-11,1794,-16,"Active","Total","Total","JHU"
"628","CN",2020-04-11,79661,76,"Active","Total","Total","JRC"
"629","CN",2020-04-11,83014,73,"Confirmed","Total","Total","JHU"
"630","CN",2020-04-11,83004,79,"Confirmed","Total","Total","JRC"
"631","CN",2020-04-11,3343,3,"Deaths","Total","Total","JHU"
"632","CN",2020-04-11,3343,3,"Deaths","Total","Total","JRC"
"633","CN",2020-04-11,77877,86,"Recovered","Total","Total","JHU"
"634","CN",2020-04-12,1835,41,"Active","Total","Total","JHU"
"635","CN",2020-04-12,79754,93,"Active","Total","Total","JRC"
"636","CN",2020-04-12,83134,120,"Confirmed","Total","Total","JHU"
"637","CN",2020-04-12,83097,93,"Confirmed","Total","Total","JRC"
"638","CN",2020-04-12,3343,0,"Deaths","Total","Total","JHU"
"639","CN",2020-04-12,3343,0,"Deaths","Total","Total","JRC"
"640","CN",2020-04-12,77956,79,"Recovered","Total","Total","JHU"
"641","CN",2020-04-13,1829,-6,"Active","Total","Total","JHU"
"642","CN",2020-04-13,79864,110,"Active","Total","Total","JRC"
"643","CN",2020-04-13,83213,79,"Confirmed","Total","Total","JHU"
"644","CN",2020-04-13,83209,112,"Confirmed","Total","Total","JRC"
"645","CN",2020-04-13,3345,2,"Deaths","Total","Total","JHU"
"646","CN",2020-04-13,3345,2,"Deaths","Total","Total","JRC"
"647","CN",2020-04-13,78039,83,"Recovered","Total","Total","JHU"
"648","CN",2020-04-14,1761,-68,"Active","Total","Total","JHU"
"649","CN",2020-04-14,79958,94,"Active","Total","Total","JRC"
"650","CN",2020-04-14,83306,93,"Confirmed","Total","Total","JHU"
"651","CN",2020-04-14,83303,94,"Confirmed","Total","Total","JRC"
"652","CN",2020-04-14,3345,0,"Deaths","Total","Total","JHU"
"653","CN",2020-04-14,3345,0,"Deaths","Total","Total","JRC"
"654","CN",2020-04-14,78200,161,"Recovered","Total","Total","JHU"
"655","CN",2020-04-15,1699,-62,"Active","Total","Total","JHU"
"656","CN",2020-04-15,80006,48,"Active","Total","Total","JRC"
"657","CN",2020-04-15,83356,50,"Confirmed","Total","Total","JHU"
"658","CN",2020-04-15,83352,49,"Confirmed","Total","Total","JRC"
"659","CN",2020-04-15,3346,1,"Deaths","Total","Total","JHU"
"660","CN",2020-04-15,3346,1,"Deaths","Total","Total","JRC"
"661","CN",2020-04-15,78311,111,"Recovered","Total","Total","JHU"
"662","CN",2020-04-16,1656,-43,"Active","Total","Total","JHU"
"663","CN",2020-04-16,80056,50,"Active","Total","Total","JRC"
"664","CN",2020-04-16,83403,47,"Confirmed","Total","Total","JHU"
"665","CN",2020-04-16,83402,50,"Confirmed","Total","Total","JRC"
"666","CN",2020-04-16,3346,0,"Deaths","Total","Total","JHU"
"667","CN",2020-04-16,3346,0,"Deaths","Total","Total","JRC"
"668","CN",2020-04-16,78401,90,"Recovered","Total","Total","JHU"
"669","CN",2020-04-17,1572,-84,"Active","Total","Total","JHU"
"670","CN",2020-04-17,79118,-938,"Active","Total","Total","JRC"
"671","CN",2020-04-17,83760,357,"Confirmed","Total","Total","JHU"
"672","CN",2020-04-17,83754,352,"Confirmed","Total","Total","JRC"
"673","CN",2020-04-17,4636,1290,"Deaths","Total","Total","JHU"
"674","CN",2020-04-17,4636,1290,"Deaths","Total","Total","JRC"
"675","CN",2020-04-17,77552,-849,"Recovered","Total","Total","JHU"
"676","CN",2020-04-18,1537,-35,"Active","Total","Total","JHU"
"677","CN",2020-04-18,79149,31,"Active","Total","Total","JRC"
"678","CN",2020-04-18,83787,27,"Confirmed","Total","Total","JHU"
"679","CN",2020-04-18,83785,31,"Confirmed","Total","Total","JRC"
"680","CN",2020-04-18,4636,0,"Deaths","Total","Total","JHU"
"681","CN",2020-04-18,4636,0,"Deaths","Total","Total","JRC"
"682","CN",2020-04-18,77614,62,"Recovered","Total","Total","JHU"
"683","CN",2020-04-19,1479,-58,"Active","Total","Total","JHU"
"684","CN",2020-04-19,79167,18,"Active","Total","Total","JRC"
"685","CN",2020-04-19,83805,18,"Confirmed","Total","Total","JHU"
"686","CN",2020-04-19,83803,18,"Confirmed","Total","Total","JRC"
"687","CN",2020-04-19,4636,0,"Deaths","Total","Total","JHU"
"688","CN",2020-04-19,4636,0,"Deaths","Total","Total","JRC"
"689","CN",2020-04-19,77690,76,"Recovered","Total","Total","JHU"
"690","CN",2020-04-20,1436,-43,"Active","Total","Total","JHU"
"691","CN",2020-04-20,79181,14,"Active","Total","Total","JRC"
"692","CN",2020-04-20,83817,12,"Confirmed","Total","Total","JHU"
"693","CN",2020-04-20,83817,14,"Confirmed","Total","Total","JRC"
"694","CN",2020-04-20,4636,0,"Deaths","Total","Total","JHU"
"695","CN",2020-04-20,4636,0,"Deaths","Total","Total","JRC"
"696","CN",2020-04-20,77745,55,"Recovered","Total","Total","JHU"
"697","CN",2020-04-21,1418,-18,"Active","Total","Total","JHU"
"698","CN",2020-04-21,79213,32,"Active","Total","Total","JRC"
"699","CN",2020-04-21,83853,36,"Confirmed","Total","Total","JHU"
"700","CN",2020-04-21,83849,32,"Confirmed","Total","Total","JRC"
"701","CN",2020-04-21,4636,0,"Deaths","Total","Total","JHU"
"702","CN",2020-04-21,4636,0,"Deaths","Total","Total","JRC"
"703","CN",2020-04-21,77799,54,"Recovered","Total","Total","JHU"
"704","CN",2020-04-22,1371,-47,"Active","Total","Total","JHU"
"705","CN",2020-04-22,79228,15,"Active","Total","Total","JRC"
"706","CN",2020-04-22,83868,15,"Confirmed","Total","Total","JHU"
"707","CN",2020-04-22,83864,15,"Confirmed","Total","Total","JRC"
"708","CN",2020-04-22,4636,0,"Deaths","Total","Total","JHU"
"709","CN",2020-04-22,4636,0,"Deaths","Total","Total","JRC"
"710","CN",2020-04-22,77861,62,"Recovered","Total","Total","JHU"
"711","CN",2020-04-23,1265,-106,"Active","Total","Total","JHU"
"712","CN",2020-04-23,79240,12,"Active","Total","Total","JRC"
"713","CN",2020-04-23,83884,16,"Confirmed","Total","Total","JHU"
"714","CN",2020-04-23,83876,12,"Confirmed","Total","Total","JRC"
"715","CN",2020-04-23,4636,0,"Deaths","Total","Total","JHU"
"716","CN",2020-04-23,4636,0,"Deaths","Total","Total","JRC"
"717","CN",2020-04-23,77983,122,"Recovered","Total","Total","JHU"
"718","CN",2020-04-24,1154,-111,"Active","Total","Total","JHU"
"719","CN",2020-04-24,79248,8,"Active","Total","Total","JRC"
"720","CN",2020-04-24,83899,15,"Confirmed","Total","Total","JHU"
"721","CN",2020-04-24,83884,8,"Confirmed","Total","Total","JRC"
"722","CN",2020-04-24,4636,0,"Deaths","Total","Total","JHU"
"723","CN",2020-04-24,4636,0,"Deaths","Total","Total","JRC"
"724","CN",2020-04-24,78109,126,"Recovered","Total","Total","JHU"
"725","CN",2020-04-25,1098,-56,"Active","Total","Total","JHU"
"726","CN",2020-04-25,79263,15,"Active","Total","Total","JRC"
"727","CN",2020-04-25,83909,10,"Confirmed","Total","Total","JHU"
"728","CN",2020-04-25,83899,15,"Confirmed","Total","Total","JRC"
"729","CN",2020-04-25,4636,0,"Deaths","Total","Total","JHU"
"730","CN",2020-04-25,4636,0,"Deaths","Total","Total","JRC"
"731","CN",2020-04-25,78175,66,"Recovered","Total","Total","JHU"
"732","CN",2020-04-26,998,-100,"Active","Total","Total","JHU"
"733","CN",2020-04-26,79273,10,"Active","Total","Total","JRC"
"734","CN",2020-04-26,83912,3,"Confirmed","Total","Total","JHU"
"735","CN",2020-04-26,83909,10,"Confirmed","Total","Total","JRC"
"736","CN",2020-04-26,4637,1,"Deaths","Total","Total","JHU"
"737","CN",2020-04-26,4636,0,"Deaths","Total","Total","JRC"
"738","CN",2020-04-26,78277,102,"Recovered","Total","Total","JHU"
"739","CN",2020-04-27,907,-91,"Active","Total","Total","JHU"
"740","CN",2020-04-27,79275,2,"Active","Total","Total","JRC"
"741","CN",2020-04-27,83918,6,"Confirmed","Total","Total","JHU"
"742","CN",2020-04-27,83912,3,"Confirmed","Total","Total","JRC"
"743","CN",2020-04-27,4637,0,"Deaths","Total","Total","JHU"
"744","CN",2020-04-27,4637,1,"Deaths","Total","Total","JRC"
"745","CN",2020-04-27,78374,97,"Recovered","Total","Total","JHU"
"746","CN",2020-04-28,881,-26,"Active","Total","Total","JHU"
"747","CN",2020-04-28,79301,26,"Active","Total","Total","JRC"
"748","CN",2020-04-28,83940,22,"Confirmed","Total","Total","JHU"
"749","CN",2020-04-28,83938,26,"Confirmed","Total","Total","JRC"
"750","CN",2020-04-28,4637,0,"Deaths","Total","Total","JHU"
"751","CN",2020-04-28,4637,0,"Deaths","Total","Total","JRC"
"752","CN",2020-04-28,78422,48,"Recovered","Total","Total","JHU"
"753","CN",2020-04-29,833,-48,"Active","Total","Total","JHU"
"754","CN",2020-04-29,79303,2,"Active","Total","Total","JRC"
"755","CN",2020-04-29,83944,4,"Confirmed","Total","Total","JHU"
"756","CN",2020-04-29,83940,2,"Confirmed","Total","Total","JRC"
"757","CN",2020-04-29,4637,0,"Deaths","Total","Total","JHU"
"758","CN",2020-04-29,4637,0,"Deaths","Total","Total","JRC"
"759","CN",2020-04-29,78474,52,"Recovered","Total","Total","JHU"
"760","CN",2020-04-30,796,-37,"Active","Total","Total","JHU"
"761","CN",2020-04-30,79307,4,"Active","Total","Total","JRC"
"762","CN",2020-04-30,83956,12,"Confirmed","Total","Total","JHU"
"763","CN",2020-04-30,83944,4,"Confirmed","Total","Total","JRC"
"764","CN",2020-04-30,4637,0,"Deaths","Total","Total","JHU"
"765","CN",2020-04-30,4637,0,"Deaths","Total","Total","JRC"
"766","CN",2020-04-30,78523,49,"Recovered","Total","Total","JHU"
"767","CN",2020-05-01,749,-47,"Active","Total","Total","JHU"
"768","CN",2020-05-01,79319,12,"Active","Total","Total","JRC"
"769","CN",2020-05-01,83959,3,"Confirmed","Total","Total","JHU"
"770","CN",2020-05-01,83956,12,"Confirmed","Total","Total","JRC"
"771","CN",2020-05-01,4637,0,"Deaths","Total","Total","JHU"
"772","CN",2020-05-01,4637,0,"Deaths","Total","Total","JRC"
"773","CN",2020-05-01,78573,50,"Recovered","Total","Total","JHU"
"774","CN",2020-05-02,736,-13,"Active","Total","Total","JHU"
"775","CN",2020-05-02,79322,3,"Active","Total","Total","JRC"
"776","CN",2020-05-02,83959,0,"Confirmed","Total","Total","JHU"
"777","CN",2020-05-02,83959,3,"Confirmed","Total","Total","JRC"
"778","CN",2020-05-02,4637,0,"Deaths","Total","Total","JHU"
"779","CN",2020-05-02,4637,0,"Deaths","Total","Total","JRC"
"780","CN",2020-05-02,78586,13,"Recovered","Total","Total","JHU"
"781","CN",2020-05-03,643,-93,"Active","Total","Total","JHU"
"782","CN",2020-05-03,79324,2,"Active","Total","Total","JRC"
"783","CN",2020-05-03,83964,5,"Confirmed","Total","Total","JHU"
"784","CN",2020-05-03,83961,2,"Confirmed","Total","Total","JRC"
"785","CN",2020-05-03,4637,0,"Deaths","Total","Total","JHU"
"786","CN",2020-05-03,4637,0,"Deaths","Total","Total","JRC"
"787","CN",2020-05-03,78684,98,"Recovered","Total","Total","JHU"
"788","CN",2020-05-04,537,-106,"Active","Total","Total","JHU"
"789","CN",2020-05-04,79327,3,"Active","Total","Total","JRC"
"790","CN",2020-05-04,83966,2,"Confirmed","Total","Total","JHU"
"791","CN",2020-05-04,83964,3,"Confirmed","Total","Total","JRC"
"792","CN",2020-05-04,4637,0,"Deaths","Total","Total","JHU"
"793","CN",2020-05-04,4637,0,"Deaths","Total","Total","JRC"
"794","CN",2020-05-04,78792,108,"Recovered","Total","Total","JHU"
"795","CN",2020-05-05,461,-76,"Active","Total","Total","JHU"
"796","CN",2020-05-05,79329,2,"Active","Total","Total","JRC"
"797","CN",2020-05-05,83968,2,"Confirmed","Total","Total","JHU"
"798","CN",2020-05-05,83966,2,"Confirmed","Total","Total","JRC"
"799","CN",2020-05-05,4637,0,"Deaths","Total","Total","JHU"
"800","CN",2020-05-05,4637,0,"Deaths","Total","Total","JRC"
